name,category,lat,lon,sustainability,popularity,municipality,z1,z2,z3,z4,z5,z6
Autòdrom Terramar,Historic,41.2275,1.7824,0.3,0.69,sitges,0.3,0.69,0.5,0.7,0.4,0.6
Mercat Vell de Sitges,Market,41.2367,1.8083,0.3,0.71,sitges,0.3,0.71,0.5,0.6,0.4,0.8
Cementiri de Sitges,Historic,41.2358,1.8162,0.55,0.56,sitges,0.45,0.65,0.7,0.6,0.4,0.75
Carrer del Pecat,Cultural,41.2354,1.8101,0.3,0.79,sitges,0.3,0.79,0.5,0.6,0.4,0.7
Casa Bacardi Sitges,Museum,41.2365,1.8085,0.36,0.7,sitges,0.4,0.5,0.6,0.7,0.3,0.8
Museu Romàntic Can Llopis,Museum,41.236,1.8092,0.3,0.69,sitges,0.4,0.7,0.5,0.6,0.3,0.8
Centro Cultural Miramar,Cultural,41.2359,1.8125,0.4,0.67,sitges,0.4,0.67,0.5,0.6,0.3,0.8
Club de Mar Sitges,Sports,41.2352,1.814,0.3,0.83,sitges,0.4,0.75,0.6,0.5,0.3,0.7
Mirador Hotel Subur,Viewpoint,41.2343,1.8105,0.3,0.68,sitges,0.4,0.68,0.5,0.7,0.3,0.6
Platja de la Barra,Beach,41.2289,1.8027,0.3,0.69,sitges,0.4,0.7,0.5,0.6,0.3,0.8
Mirador del Parc Natural del Garraf,Viewpoint,41.235,1.793,0.3,0.76,sitges,0.4,0.76,0.5,0.7,0.3,0.8
Celler Güell,Historic,41.2209,1.7819,0.36,0.7,sitges,0.36,0.7,0.5,0.8,0.4,0.6
Port d'Aiguadolç,Harbor,41.2373,1.8182,0.32,0.76,sitges,0.32,0.76,0.5,0.7,0.4,0.6
Platja de les Anquines,Beach,41.2267,1.7985,0.3,0.71,sitges,0.4,0.71,0.5,0.6,0.3,0.8
Racó de la Calma,Viewpoint,41.2353,1.8117,0.3,0.71,sitges,0.3,0.71,0.5,0.6,0.4,0.8
Fundació Stämpfli Art Museum,Museum,41.2355,1.81,0.3,0.8,sitges,0.4,0.6,0.7,0.5,0.3,0.8
Monument a El Greco,Monument,41.235,1.8118,0.3,0.7,sitges,0.3,0.7,0.5,0.6,0.4,0.8
Roman Amphitheatre of Tarragona,Historic,41.1167,1.254,0.3,0.9,tarragona,0.4,0.9,0.5,0.6,0.3,0.7
Roman Circus of Tarraco,Historic,41.119,1.257,0.3,0.75,tarragona,0.4,0.75,0.6,0.5,0.3,0.7
Tarragona Cathedral,Monument,41.1181,1.2575,0.3,0.8,tarragona,0.4,0.8,0.5,0.6,0.3,0.7
Les Ferreres Aqueduct (Pont del Diable),Historic,41.1536,1.2703,0.3,0.7,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
Balcó del Mediterrani,Viewpoint,41.1156,1.2572,0.3,0.85,tarragona,0.3,0.85,0.5,0.6,0.4,0.7
National Archaeological Museum of Tarragona,Museum,41.1184,1.2581,0.43,0.65,tarragona,0.4,0.7,0.5,0.6,0.3,0.8
Passeig Arqueològic (Tarraco Walls),Historic,41.1199,1.2567,0.3,0.6,tarragona,0.3,0.6,0.5,0.7,0.4,0.8
Paleochristian Necropolis,Museum,41.115,1.2548,0.43,0.55,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
Roman Forum of Tarraco,Historic,41.1197,1.2544,0.46,0.6,tarragona,0.5,0.75,0.4,0.6,0.3,0.7
Mercat Central de Tarragona,Market,41.1174,1.2491,0.3,0.7,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
El Serrallo Fishermen Quarter,Cultural,41.114,1.247,0.37,0.6,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
Moll de Costa (Port of Tarragona),Harbor,41.1098,1.2475,0.5,0.5,tarragona,0.4,0.6,0.7,0.5,0.3,0.8
Playa del Miracle,Beach,41.1132,1.2532,0.3,0.8,tarragona,0.4,0.8,0.5,0.6,0.3,0.7
Platja de l'Arrabassada,Beach,41.1275,1.2635,0.3,0.7,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
Platja Savinosa,Beach,41.1304,1.2664,0.38,0.6,tarragona,0.4,0.6,0.5,0.7,0.3,0.8
Playa Llarga,Beach,41.1345,1.2708,0.43,0.55,tarragona,0.43,0.55,0.5,0.6,0.4,0.7
Bosque de la Marquesa,Nature,41.1515,1.291,0.71,0.4,tarragona,0.5,0.3,0.6,0.8,0.4,0.7
Cala Fonda (Waikiki),Beach,41.1537,1.2948,0.61,0.5,tarragona,0.4,0.7,0.6,0.5,0.3,0.8
Castell de Tamarit,Historic,41.1386,1.3045,0.4,0.65,tarragona,0.4,0.65,0.5,0.7,0.3,0.6
Museu d'Art Modern de Tarragona,Museum,41.1188,1.2578,0.52,0.5,tarragona,0.52,0.5,0.5,0.5,0.5,0.5
Casa Canals,Historic,41.1186,1.2569,0.59,0.45,tarragona,0.59,0.45,0.5,0.7,0.4,0.6
Tinglado 1 Exhibition Space,Cultural,41.1092,1.2482,0.67,0.4,tarragona,0.67,0.4,0.5,0.6,0.3,0.8
Plaça del Fòrum,Square,41.1183,1.257,0.45,0.5,tarragona,0.4,0.6,0.7,0.5,0.3,0.8
Plaça de la Font,Square,41.1184,1.2553,0.41,0.65,tarragona,0.41,0.65,0.5,0.7,0.3,0.8
Parc del Camp de Mart,Park,41.1201,1.255,0.54,0.4,tarragona,0.3,0.5,0.7,0.6,0.4,0.8
Auditori del Camp de Mart,Music Venue,41.1205,1.2546,0.42,0.55,tarragona,0.42,0.55,0.5,0.6,0.4,0.7
Tarraco Arena Plaça,Sports,41.1173,1.2484,0.45,0.6,tarragona,0.45,0.6,0.5,0.7,0.4,0.6
Refugi Antiaeri Carrer Lleida,Historic,41.1169,1.248,0.58,0.35,tarragona,0.58,0.35,0.6,0.7,0.4,0.8
Museu Bíblic Tarraconense,Museum,41.1189,1.2576,0.59,0.4,tarragona,0.59,0.4,0.5,0.7,0.3,0.8
Roman Theatre of Tarraco,Historic,41.1154,1.2598,0.46,0.5,tarragona,0.46,0.5,0.5,0.5,0.5,0.5
Plaça Major,Square,41.928886,2.25349,0.3,0.9,vic,0.4,0.9,0.5,0.7,0.3,0.8
Catedral de Sant Pere,Cathedral,41.931392,2.252167,0.3,0.89,vic,0.3,0.89,0.5,0.7,0.4,0.6
Temple Romà de Vic,Historic,41.933445,2.251047,0.3,0.92,vic,0.4,0.92,0.6,0.7,0.3,0.8
Museu Episcopal de Vic,Museum,41.93168,2.252181,0.3,0.88,vic,0.4,0.9,0.6,0.7,0.5,0.8
Pont de Queralt,Bridge,41.933971,2.25289,0.3,0.93,vic,0.4,0.93,0.6,0.5,0.2,0.7
Museu de l'Art de la Pell,Museum,41.927887,2.251466,0.3,0.87,vic,0.4,0.87,0.6,0.5,0.3,0.8
Casa Comella,Historic,41.933117,2.254149,0.37,0.69,vic,0.37,0.69,0.5,0.6,0.4,0.8
Casa Serratosa,Historic,41.931676,2.253177,0.3,0.89,vic,0.3,0.89,0.5,0.7,0.4,0.6
Casa Bayés,Historic,41.931621,2.254369,0.3,0.88,vic,0.4,0.9,0.6,0.7,0.5,0.8
Església de la Pietat,Church,41.927032,2.253215,0.32,0.69,vic,0.32,0.69,0.5,0.7,0.4,0.8
Església de Sant Just i Sant Pastor,Church,41.930888,2.255228,0.3,0.72,vic,0.3,0.72,0.5,0.6,0.4,0.8
Seminari de Vic,Cultural,41.929199,2.251465,0.35,0.69,vic,0.35,0.69,0.5,0.7,0.4,0.6
Rambla del Passeig,Promenade,41.928992,2.253665,0.31,0.74,vic,0.31,0.74,0.5,0.6,0.4,0.8
Mercat Municipal de Vic,Market,41.933351,2.253308,0.36,0.71,vic,0.4,0.6,0.5,0.7,0.3,0.8
Biblioteca Joan Triadú,Cultural,41.933871,2.255947,0.49,0.56,vic,0.49,0.56,0.5,0.7,0.4,0.8
Parc Jaume Balmes,Park,41.931884,2.258404,0.3,0.75,vic,0.3,0.75,0.5,0.6,0.4,0.8
Parc del Mèder,Park,41.933035,2.257209,0.39,0.63,vic,0.4,0.7,0.5,0.6,0.3,0.8
Pont d'en Bruguer,Bridge,41.93114,2.254812,0.3,0.81,vic,0.4,0.81,0.5,0.7,0.3,0.6
Convent de Santa Teresa,Historic,41.928986,2.255545,0.36,0.67,vic,0.4,0.67,0.5,0.8,0.3,0.7
Call Jueu (Jewish Quarter),Cultural,41.930676,2.254648,0.36,0.56,vic,0.4,0.5,0.7,0.8,0.3,0.9
Museu de la Ciutat de Vic,Museum,41.930956,2.252979,0.32,0.65,vic,0.32,0.65,0.5,0.7,0.4,0.8
Oficina de Turisme de Vic,Cultural,41.927433,2.255934,0.3,0.76,vic,0.3,0.76,0.5,0.7,0.4,0.8
Torre dels Frares,Tower,41.933699,2.255442,0.48,0.56,vic,0.48,0.56,0.5,0.7,0.4,0.6
Plaça de la Catedral,Square,41.928826,2.252399,0.38,0.69,vic,0.4,0.7,0.5,0.6,0.3,0.8
Plaça del Bisbe Oliba,Square,41.931463,2.257324,0.3,0.87,vic,0.3,0.87,0.5,0.6,0.4,0.8
Plaça de Sant Felip,Square,41.933376,2.25472,0.3,0.74,vic,0.4,0.6,0.7,0.5,0.3,0.8
Parc de l'Escorial,Park,41.928992,2.258901,0.3,0.77,vic,0.4,0.77,0.6,0.5,0.3,0.8
Parc de la Séquia,Park,41.926489,2.251082,0.31,0.75,vic,0.31,0.75,0.5,0.6,0.4,0.7
Orfeó Vigatà,Music Venue,41.931772,2.256184,0.3,0.89,vic,0.4,0.8,0.6,0.7,0.5,0.9
Plaça dels Màrtirs,Square,41.927587,2.255493,0.37,0.7,vic,0.4,0.7,0.5,0.6,0.3,0.8
